# SECTION 1 — PER-TIMEPOINT BREAKDOWN
# sd_flag=1 when SD criteria met at that timepoint,# slope_score=weighted slope score at that timepoint (0–6),# contribution=sd_flag + slope_score,# cumulative=running total from t=0
group,concentration_cfu_ml,time_min,sd_flag,slope_score,contribution,cumulative_total
10^3,1000.0,65,0,2.0,2.0,8.0
10^3,1000.0,70,0,0.0,0.0,8.0
10^3,1000.0,75,0,2.0,2.0,10.0
10^3,1000.0,80,0,4.0,4.0,14.0
10^3,1000.0,85,0,4.0,4.0,18.0
10^3,1000.0,90,0,4.0,4.0,22.0
10^3,1000.0,95,0,6.0,6.0,28.0
10^3,1000.0,100,0,6.0,6.0,34.0
10^3,1000.0,105,0,6.0,6.0,40.0
10^3,1000.0,110,0,6.0,6.0,46.0
10^3,1000.0,115,0,6.0,6.0,52.0
10^3,1000.0,120,0,0.0,0.0,52.0
10^4,10000.0,0,0,0.0,0.0,0.0
10^4,10000.0,5,0,0.0,0.0,0.0
10^4,10000.0,10,0,0.0,0.0,0.0
10^4,10000.0,15,0,0.0,0.0,0.0
10^4,10000.0,20,0,0.0,0.0,0.0
10^4,10000.0,25,0,0.0,0.0,0.0
10^4,10000.0,30,0,0.0,0.0,0.0
10^4,10000.0,35,0,0.0,0.0,0.0
10^4,10000.0,40,0,0.0,0.0,0.0
10^4,10000.0,45,0,0.0,0.0,0.0
10^4,10000.0,50,0,0.0,0.0,0.0
10^4,10000.0,55,0,0.0,0.0,0.0
10^4,10000.0,60,0,0.0,0.0,0.0
10^4,10000.0,65,0,0.0,0.0,0.0
10^4,10000.0,70,0,0.0,0.0,0.0
10^4,10000.0,75,0,2.0,2.0,2.0
10^4,10000.0,80,0,2.0,2.0,4.0
10^4,10000.0,85,0,2.0,2.0,6.0
10^4,10000.0,90,0,2.0,2.0,8.0
10^4,10000.0,95,0,2.0,2.0,10.0
10^4,10000.0,100,0,2.0,2.0,12.0
10^4,10000.0,105,0,2.0,2.0,14.0
10^4,10000.0,110,0,2.0,2.0,16.0
10^4,10000.0,115,0,2.0,2.0,18.0
10^4,10000.0,120,0,0.0,0.0,18.0
10^5,100000.0,0,0,0.0,0.0,0.0
10^5,100000.0,5,0,0.0,0.0,0.0
10^5,100000.0,10,0,0.0,0.0,0.0
10^5,100000.0,15,0,0.0,0.0,0.0
10^5,100000.0,20,0,0.0,0.0,0.0
10^5,100000.0,25,0,0.0,0.0,0.0
10^5,100000.0,30,0,0.0,0.0,0.0
10^5,100000.0,35,0,0.0,0.0,0.0
10^5,100000.0,40,0,0.0,0.0,0.0
10^5,100000.0,45,0,0.0,0.0,0.0
10^5,100000.0,50,0,0.0,0.0,0.0
10^5,100000.0,55,0,0.0,0.0,0.0
10^5,100000.0,60,0,0.0,0.0,0.0
10^5,100000.0,65,0,0.0,0.0,0.0
10^5,100000.0,70,0,0.0,0.0,0.0
10^5,100000.0,75,0,2.0,2.0,2.0
10^5,100000.0,80,0,2.0,2.0,4.0
10^5,100000.0,85,0,2.0,2.0,6.0
10^5,100000.0,90,0,2.0,2.0,8.0
10^5,100000.0,95,0,2.0,2.0,10.0
10^5,100000.0,100,0,2.0,2.0,12.0
10^5,100000.0,105,0,2.0,2.0,14.0
10^5,100000.0,110,0,2.0,2.0,16.0
10^5,100000.0,115,0,2.0,2.0,18.0
10^5,100000.0,120,0,0.0,0.0,18.0
10^6,1000000.0,0,0,0.0,0.0,0.0
10^6,1000000.0,5,0,0.0,0.0,0.0
10^6,1000000.0,10,0,0.0,0.0,0.0
10^6,1000000.0,15,0,0.0,0.0,0.0
10^6,1000000.0,20,0,0.0,0.0,0.0
10^6,1000000.0,25,0,0.0,0.0,0.0
10^6,1000000.0,30,0,0.0,0.0,0.0
10^6,1000000.0,35,0,0.0,0.0,0.0
10^6,1000000.0,40,0,0.0,0.0,0.0
10^6,1000000.0,45,0,0.0,0.0,0.0
10^6,1000000.0,50,0,0.0,0.0,0.0
10^6,1000000.0,55,0,0.0,0.0,0.0
10^6,1000000.0,60,0,0.0,0.0,0.0
10^6,1000000.0,65,0,2.0,2.0,2.0
10^6,1000000.0,70,0,0.0,0.0,2.0
10^6,1000000.0,75,0,2.0,2.0,4.0
10^6,1000000.0,80,0,4.0,4.0,8.0
10^6,1000000.0,85,0,2.0,2.0,10.0
10^6,1000000.0,90,0,2.0,2.0,12.0
10^6,1000000.0,95,0,2.0,2.0,14.0
10^6,1000000.0,100,0,2.0,2.0,16.0
10^6,1000000.0,105,0,2.0,2.0,18.0
10^6,1000000.0,110,0,2.0,2.0,20.0
10^6,1000000.0,115,0,2.0,2.0,22.0
10^6,1000000.0,120,1,0.0,1.0,23.0
10^6,1000000.0,125,1,0.0,1.0,24.0
10^7,10000000.0,0,0,0.0,0.0,0.0
10^7,10000000.0,5,0,0.0,0.0,0.0
10^7,10000000.0,10,0,0.0,0.0,0.0
10^7,10000000.0,15,0,0.0,0.0,0.0
10^7,10000000.0,20,0,0.0,0.0,0.0
10^7,10000000.0,25,0,0.0,0.0,0.0
10^7,10000000.0,30,0,0.0,0.0,0.0
10^7,10000000.0,35,0,0.0,0.0,0.0
10^7,10000000.0,40,0,0.0,0.0,0.0
10^7,10000000.0,45,0,0.0,0.0,0.0
10^7,10000000.0,50,0,2.0,2.0,2.0
10^7,10000000.0,55,0,2.0,2.0,4.0
10^7,10000000.0,60,0,2.0,2.0,6.0
10^7,10000000.0,65,0,2.0,2.0,8.0
10^7,10000000.0,70,0,0.0,0.0,8.0
10^7,10000000.0,75,0,4.0,4.0,12.0
10^7,10000000.0,80,0,0.0,0.0,12.0
10^7,10000000.0,85,0,4.0,4.0,16.0
10^7,10000000.0,90,0,0.0,0.0,16.0
10^7,10000000.0,95,0,4.0,4.0,20.0
10^7,10000000.0,100,0,4.0,4.0,24.0
10^7,10000000.0,105,0,0.0,0.0,24.0
10^7,10000000.0,110,0,0.0,0.0,24.0
10^7,10000000.0,115,0,0.0,0.0,24.0
10^7,10000000.0,120,0,2.0,2.0,26.0
10^8 (Positive Control),100000000.0,0,0,0.0,0.0,0.0
10^8 (Positive Control),100000000.0,5,0,0.0,0.0,0.0
10^8 (Positive Control),100000000.0,10,0,0.0,0.0,0.0
10^8 (Positive Control),100000000.0,15,0,0.0,0.0,0.0
10^8 (Positive Control),100000000.0,20,0,0.0,0.0,0.0
10^8 (Positive Control),100000000.0,25,0,0.0,0.0,0.0
10^8 (Positive Control),100000000.0,30,0,0.0,0.0,0.0
10^8 (Positive Control),100000000.0,35,0,0.0,0.0,0.0
10^8 (Positive Control),100000000.0,40,0,0.0,0.0,0.0
10^8 (Positive Control),100000000.0,45,0,0.0,0.0,0.0
10^8 (Positive Control),100000000.0,50,0,4.0,4.0,4.0
10^8 (Positive Control),100000000.0,55,0,4.0,4.0,8.0
10^8 (Positive Control),100000000.0,60,0,2.0,2.0,10.0
10^8 (Positive Control),100000000.0,65,0,4.0,4.0,14.0
10^8 (Positive Control),100000000.0,70,0,2.0,2.0,16.0
10^8 (Positive Control),100000000.0,75,1,4.0,5.0,21.0
10^8 (Positive Control),100000000.0,80,1,4.0,5.0,26.0
10^8 (Positive Control),100000000.0,85,1,4.0,5.0,31.0
10^8 (Positive Control),100000000.0,90,0,6.0,6.0,37.0
10^8 (Positive Control),100000000.0,95,0,4.0,4.0,41.0
10^8 (Positive Control),100000000.0,100,0,4.0,4.0,45.0
10^8 (Positive Control),100000000.0,105,0,4.0,4.0,49.0
10^8 (Positive Control),100000000.0,110,0,4.0,4.0,53.0
10^8 (Positive Control),100000000.0,115,0,4.0,4.0,57.0
10^8 (Positive Control),100000000.0,120,1,3.0,4.0,61.0
0 (Sterile Negative Control),0.0,0,0,0.0,0.0,0.0
0 (Sterile Negative Control),0.0,5,0,0.0,0.0,0.0
0 (Sterile Negative Control),0.0,10,0,0.0,0.0,0.0
0 (Sterile Negative Control),0.0,15,0,0.0,0.0,0.0
0 (Sterile Negative Control),0.0,20,0,0.0,0.0,0.0
0 (Sterile Negative Control),0.0,25,0,0.0,0.0,0.0
0 (Sterile Negative Control),0.0,30,0,0.0,0.0,0.0
0 (Sterile Negative Control),0.0,35,0,0.0,0.0,0.0
0 (Sterile Negative Control),0.0,40,0,0.0,0.0,0.0
0 (Sterile Negative Control),0.0,45,0,0.0,0.0,0.0
0 (Sterile Negative Control),0.0,50,0,0.0,0.0,0.0
0 (Sterile Negative Control),0.0,55,0,0.0,0.0,0.0
0 (Sterile Negative Control),0.0,60,0,0.0,0.0,0.0
0 (Sterile Negative Control),0.0,65,0,0.0,0.0,0.0
0 (Sterile Negative Control),0.0,70,0,2.0,2.0,2.0
0 (Sterile Negative Control),0.0,75,0,2.0,2.0,4.0
0 (Sterile Negative Control),0.0,80,0,2.0,2.0,6.0
0 (Sterile Negative Control),0.0,85,0,2.0,2.0,8.0
0 (Sterile Negative Control),0.0,90,0,2.0,2.0,10.0
0 (Sterile Negative Control),0.0,95,0,2.0,2.0,12.0
0 (Sterile Negative Control),0.0,100,0,2.0,2.0,14.0
0 (Sterile Negative Control),0.0,105,0,2.0,2.0,16.0
0 (Sterile Negative Control),0.0,110,0,2.0,2.0,18.0
0 (Sterile Negative Control),0.0,115,0,2.0,2.0,20.0
0 (Sterile Negative Control),0.0,120,0,2.0,2.0,22.0

# SECTION 2 — PER-GROUP SUMMARY
group,concentration_cfu_ml,sd_event_count,slope_total_score,likert_event_count,total_detection_score,sd_detected,slope_detected,likert_detected,concordance_status,concordance_discordance_min,load_tier,rg_auc,rb_auc,gb_auc,time_to_ratio_threshold_min,rate_of_change_rg
10^1 ,10.0,0,26.0,0,26.0,False,False,False,concordant_negative,,negative,146.67,116.41,95.62,never,0.014063
10^2,100.0,0,20.0,0,20.0,False,False,False,concordant_negative,,negative,147.42,110.22,90.16,never,0.010944
10^3,1000.0,0,52.0,0,52.0,False,True,False,algorithm_discordant,,low  (≥10^5),143.38,105.41,88.78,never,0.009214
10^4,10000.0,0,18.0,0,18.0,False,False,False,concordant_negative,,negative,115.16,131.22,137.57,never,-0.002416
10^5,100000.0,0,18.0,0,18.0,False,False,False,concordant_negative,,negative,122.0,135.76,133.65,never,0.000469
10^6,1000000.0,2,22.0,1,25.0,True,False,False,algorithm_discordant,,low  (≥10^5),133.46,147.64,143.01,125,0.024298
10^7,10000000.0,0,26.0,12,38.0,False,False,True,concordant_negative,,moderate (≥10^6),128.66,163.74,152.54,never,-0.001179
10^8 (Positive Control),100000000.0,4,57.0,19,80.0,True,False,True,algorithm_discordant,,heavy  (≥10^7),150.61,199.65,159.78,never,-0.013858
0 (Sterile Negative Control),0.0,0,22.0,0,22.0,False,False,False,concordant_negative,,negative,122.44,118.22,116.02,never,0.001082
