# SECTION 1 — PER-TIMEPOINT BREAKDOWN
# sd_flag=1 when SD criteria met at that timepoint,# slope_score=weighted slope score at that timepoint (0–6),# contribution=sd_flag + slope_score,# cumulative=running total from t=0
group,concentration_cfu_ml,time_min,sd_flag,slope_score,contribution,cumulative_total
10^3,1000.0,65,0,0.0,0.0,2.0
10^3,1000.0,70,0,0.0,0.0,2.0
10^3,1000.0,75,0,0.0,0.0,2.0
10^3,1000.0,80,0,0.0,0.0,2.0
10^3,1000.0,85,0,0.0,0.0,2.0
10^3,1000.0,90,0,0.0,0.0,2.0
10^3,1000.0,95,0,1.0,1.0,3.0
10^3,1000.0,100,0,2.0,2.0,5.0
10^3,1000.0,105,1,2.0,3.0,8.0
10^3,1000.0,110,1,0.0,1.0,9.0
10^3,1000.0,115,1,0.0,1.0,10.0
10^3,1000.0,120,1,0.0,1.0,11.0
10^4,10000.0,0,0,0.0,0.0,0.0
10^4,10000.0,5,0,0.0,0.0,0.0
10^4,10000.0,10,0,0.0,0.0,0.0
10^4,10000.0,15,0,0.0,0.0,0.0
10^4,10000.0,20,0,0.0,0.0,0.0
10^4,10000.0,25,0,0.0,0.0,0.0
10^4,10000.0,30,0,0.0,0.0,0.0
10^4,10000.0,35,0,0.0,0.0,0.0
10^4,10000.0,40,0,0.0,0.0,0.0
10^4,10000.0,45,0,0.0,0.0,0.0
10^4,10000.0,50,0,0.0,0.0,0.0
10^4,10000.0,55,0,2.0,2.0,2.0
10^4,10000.0,60,0,2.0,2.0,4.0
10^4,10000.0,65,0,2.0,2.0,6.0
10^4,10000.0,70,0,2.0,2.0,8.0
10^4,10000.0,75,0,2.0,2.0,10.0
10^4,10000.0,80,0,2.0,2.0,12.0
10^4,10000.0,85,0,2.0,2.0,14.0
10^4,10000.0,90,0,2.0,2.0,16.0
10^4,10000.0,95,0,2.0,2.0,18.0
10^4,10000.0,100,0,0.0,0.0,18.0
10^4,10000.0,105,0,0.0,0.0,18.0
10^4,10000.0,110,1,0.0,1.0,19.0
10^4,10000.0,115,1,0.0,1.0,20.0
10^4,10000.0,120,1,1.0,2.0,22.0
10^5,100000.0,0,0,0.0,0.0,0.0
10^5,100000.0,5,0,0.0,0.0,0.0
10^5,100000.0,10,0,0.0,0.0,0.0
10^5,100000.0,15,0,0.0,0.0,0.0
10^5,100000.0,20,0,0.0,0.0,0.0
10^5,100000.0,25,0,0.0,0.0,0.0
10^5,100000.0,30,0,0.0,0.0,0.0
10^5,100000.0,35,0,0.0,0.0,0.0
10^5,100000.0,40,0,0.0,0.0,0.0
10^5,100000.0,45,0,0.0,0.0,0.0
10^5,100000.0,50,0,2.0,2.0,2.0
10^5,100000.0,55,0,2.0,2.0,4.0
10^5,100000.0,60,0,2.0,2.0,6.0
10^5,100000.0,65,0,0.0,0.0,6.0
10^5,100000.0,70,0,0.0,0.0,6.0
10^5,100000.0,75,0,0.0,0.0,6.0
10^5,100000.0,80,0,0.0,0.0,6.0
10^5,100000.0,85,0,0.0,0.0,6.0
10^5,100000.0,90,0,0.0,0.0,6.0
10^5,100000.0,95,0,0.0,0.0,6.0
10^5,100000.0,100,0,0.0,0.0,6.0
10^5,100000.0,105,0,0.0,0.0,6.0
10^5,100000.0,110,1,0.0,1.0,7.0
10^5,100000.0,115,1,0.0,1.0,8.0
10^5,100000.0,120,1,2.0,3.0,11.0
10^6,1000000.0,0,0,0.0,0.0,0.0
10^6,1000000.0,5,0,0.0,0.0,0.0
10^6,1000000.0,10,0,0.0,0.0,0.0
10^6,1000000.0,15,0,0.0,0.0,0.0
10^6,1000000.0,20,0,0.0,0.0,0.0
10^6,1000000.0,25,0,0.0,0.0,0.0
10^6,1000000.0,30,0,0.0,0.0,0.0
10^6,1000000.0,35,0,0.0,0.0,0.0
10^6,1000000.0,40,0,0.0,0.0,0.0
10^6,1000000.0,45,0,0.0,0.0,0.0
10^6,1000000.0,50,0,2.0,2.0,2.0
10^6,1000000.0,55,0,2.0,2.0,4.0
10^6,1000000.0,60,0,2.0,2.0,6.0
10^6,1000000.0,65,0,2.0,2.0,8.0
10^6,1000000.0,70,0,2.0,2.0,10.0
10^6,1000000.0,75,0,2.0,2.0,12.0
10^6,1000000.0,80,0,2.0,2.0,14.0
10^6,1000000.0,85,0,2.0,2.0,16.0
10^6,1000000.0,90,0,2.0,2.0,18.0
10^6,1000000.0,95,0,2.0,2.0,20.0
10^6,1000000.0,100,0,2.0,2.0,22.0
10^6,1000000.0,105,1,2.0,3.0,25.0
10^6,1000000.0,110,1,2.0,3.0,28.0
10^6,1000000.0,115,1,0.0,1.0,29.0
10^6,1000000.0,120,1,0.0,1.0,30.0
10^6,1000000.0,125,1,1.0,2.0,32.0
10^7,10000000.0,0,0,0.0,0.0,0.0
10^7,10000000.0,5,0,0.0,0.0,0.0
10^7,10000000.0,10,0,0.0,0.0,0.0
10^7,10000000.0,15,0,0.0,0.0,0.0
10^7,10000000.0,20,0,0.0,0.0,0.0
10^7,10000000.0,25,0,0.0,0.0,0.0
10^7,10000000.0,30,0,0.0,0.0,0.0
10^7,10000000.0,35,0,0.0,0.0,0.0
10^7,10000000.0,40,0,0.0,0.0,0.0
10^7,10000000.0,45,0,0.0,0.0,0.0
10^7,10000000.0,50,0,2.0,2.0,2.0
10^7,10000000.0,55,0,2.0,2.0,4.0
10^7,10000000.0,60,0,2.0,2.0,6.0
10^7,10000000.0,65,1,2.0,3.0,9.0
10^7,10000000.0,70,1,2.0,3.0,12.0
10^7,10000000.0,75,1,2.0,3.0,15.0
10^7,10000000.0,80,1,2.0,3.0,18.0
10^7,10000000.0,85,1,4.0,5.0,23.0
10^7,10000000.0,90,1,4.0,5.0,28.0
10^7,10000000.0,95,1,4.0,5.0,33.0
10^7,10000000.0,100,1,4.0,5.0,38.0
10^7,10000000.0,105,1,2.0,3.0,41.0
10^7,10000000.0,110,1,2.0,3.0,44.0
10^7,10000000.0,115,1,0.0,1.0,45.0
10^7,10000000.0,120,1,3.0,4.0,49.0
10^8 (Positive Control),100000000.0,0,0,0.0,0.0,0.0
10^8 (Positive Control),100000000.0,5,0,0.0,0.0,0.0
10^8 (Positive Control),100000000.0,10,0,0.0,0.0,0.0
10^8 (Positive Control),100000000.0,15,0,0.0,0.0,0.0
10^8 (Positive Control),100000000.0,20,0,0.0,0.0,0.0
10^8 (Positive Control),100000000.0,25,0,0.0,0.0,0.0
10^8 (Positive Control),100000000.0,30,0,0.0,0.0,0.0
10^8 (Positive Control),100000000.0,35,0,0.0,0.0,0.0
10^8 (Positive Control),100000000.0,40,0,0.0,0.0,0.0
10^8 (Positive Control),100000000.0,45,0,0.0,0.0,0.0
10^8 (Positive Control),100000000.0,50,0,4.0,4.0,4.0
10^8 (Positive Control),100000000.0,55,0,4.0,4.0,8.0
10^8 (Positive Control),100000000.0,60,0,4.0,4.0,12.0
10^8 (Positive Control),100000000.0,65,1,5.0,6.0,18.0
10^8 (Positive Control),100000000.0,70,1,4.0,5.0,23.0
10^8 (Positive Control),100000000.0,75,1,4.0,5.0,28.0
10^8 (Positive Control),100000000.0,80,1,6.0,7.0,35.0
10^8 (Positive Control),100000000.0,85,1,6.0,7.0,42.0
10^8 (Positive Control),100000000.0,90,1,4.0,5.0,47.0
10^8 (Positive Control),100000000.0,95,0,2.0,2.0,49.0
10^8 (Positive Control),100000000.0,100,0,2.0,2.0,51.0
10^8 (Positive Control),100000000.0,105,0,0.0,0.0,51.0
10^8 (Positive Control),100000000.0,110,1,0.0,1.0,52.0
10^8 (Positive Control),100000000.0,115,1,0.0,1.0,53.0
10^8 (Positive Control),100000000.0,120,1,0.0,1.0,54.0
0 (Sterile Negative Control),0.0,0,0,0.0,0.0,0.0
0 (Sterile Negative Control),0.0,5,0,0.0,0.0,0.0
0 (Sterile Negative Control),0.0,10,0,0.0,0.0,0.0
0 (Sterile Negative Control),0.0,15,0,0.0,0.0,0.0
0 (Sterile Negative Control),0.0,20,0,0.0,0.0,0.0
0 (Sterile Negative Control),0.0,25,0,0.0,0.0,0.0
0 (Sterile Negative Control),0.0,30,0,0.0,0.0,0.0
0 (Sterile Negative Control),0.0,35,0,0.0,0.0,0.0
0 (Sterile Negative Control),0.0,40,0,0.0,0.0,0.0
0 (Sterile Negative Control),0.0,45,0,0.0,0.0,0.0
0 (Sterile Negative Control),0.0,50,0,2.0,2.0,2.0
0 (Sterile Negative Control),0.0,55,0,2.0,2.0,4.0
0 (Sterile Negative Control),0.0,60,0,2.0,2.0,6.0
0 (Sterile Negative Control),0.0,65,0,4.0,4.0,10.0
0 (Sterile Negative Control),0.0,70,0,4.0,4.0,14.0
0 (Sterile Negative Control),0.0,75,0,4.0,4.0,18.0
0 (Sterile Negative Control),0.0,80,0,4.0,4.0,22.0
0 (Sterile Negative Control),0.0,85,0,4.0,4.0,26.0
0 (Sterile Negative Control),0.0,90,0,4.0,4.0,30.0
0 (Sterile Negative Control),0.0,95,0,2.0,2.0,32.0
0 (Sterile Negative Control),0.0,100,0,2.0,2.0,34.0
0 (Sterile Negative Control),0.0,105,0,0.0,0.0,34.0
0 (Sterile Negative Control),0.0,110,0,0.0,0.0,34.0
0 (Sterile Negative Control),0.0,115,1,0.0,1.0,35.0
0 (Sterile Negative Control),0.0,120,1,3.0,4.0,39.0

# SECTION 2 — PER-GROUP SUMMARY
group,concentration_cfu_ml,sd_event_count,slope_total_score,likert_event_count,total_detection_score,sd_detected,slope_detected,likert_detected,concordance_status,concordance_discordance_min,load_tier,rg_auc,rb_auc,gb_auc,time_to_ratio_threshold_min,rate_of_change_rg
10^1 ,10.0,3,15.0,0,18.0,True,False,False,algorithm_discordant,,low  (≥10^5),137.22,97.09,85.1,never,-0.003534
10^2,100.0,12,30.0,0,42.0,True,False,False,algorithm_discordant,,heavy  (≥10^7),159.97,92.28,69.62,never,-0.004426
10^3,1000.0,4,7.0,1,12.0,True,False,False,algorithm_discordant,,low  (≥10^5),133.64,107.41,96.64,never,0.007185
10^4,10000.0,3,19.0,0,22.0,True,False,False,algorithm_discordant,,low  (≥10^5),132.06,109.98,100.0,never,-0.003289
10^5,100000.0,3,8.0,0,11.0,True,False,False,algorithm_discordant,,low  (≥10^5),159.82,88.82,67.1,never,-0.003196
10^6,1000000.0,5,27.0,0,32.0,True,False,False,algorithm_discordant,,low  (≥10^5),209.5,91.81,55.78,15,0.008501
10^7,10000000.0,12,37.0,6,55.0,True,False,True,algorithm_discordant,,moderate (≥10^6),251.49,116.78,57.56,15,-0.005468
10^8 (Positive Control),100000000.0,9,45.0,14,68.0,True,True,True,timing_discordant,15.0,heavy  (≥10^7),216.44,148.53,82.01,15,-0.003849
0 (Sterile Negative Control),0.0,2,37.0,0,39.0,True,False,False,algorithm_discordant,,low  (≥10^5),129.37,115.42,107.25,never,-0.004092
